,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1805,Mario Monicelli,Pietro Germi,Piero De Bernardi,Ugo Tognazzi,Gastone Moschin,Philippe Noiret,Ugo Tognazzi,Gastone Moschin,Philippe Noiret,Duilio Del Prete,,Mario Monicelli,,8.1,nan,5381,,0,0,4,6,1975-07-26,140.0,Amici miei,1975-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
1806,Jacques Deray,Jean-Claude Carrière,Jacques Deray,Alain Delon,Romy Schneider,Maurice Ronet,Alain Delon,Romy Schneider,Maurice Ronet,Jane Birkin,,Jacques Deray,28550.0,7.0,nan,5657,,0,0,0,0,1969-01-31,120.0,La piscine,1969-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1960,,,191978.19038545917,,
1807,François Truffaut,Michel Fermaud,Suzanne Schiffman,Charles Denner,Brigitte Fossey,Nelly Borgeaud,Charles Denner,Brigitte Fossey,Nelly Borgeaud,Geneviève Fontanel,,Fran�ois Truffaut,,7.5,nan,5204,,0,0,4,1,1977-04-27,120.0,L'homme qui aimait les femmes,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1970,,,,,
1808,Aziz Mirza,Sanjay Chhel,Raaj Kumar Dahima,Shah Rukh Khan,Juhi Chawla,Johnny Lever,Shah Rukh Khan,Juhi Chawla,Johnny Lever,Paresh Rawal,,Aziz Mirza,588606.0,6.3,nan,5404,,0,0,3,1,2000-01-21,160.0,Phir Bhi Dil Hai Hindustani,2000-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,843152.4588501743,,
1809,Emilis Velyvis,Jonas Banys,Aidas Puklevicius,Zemyna Asmontaite,Donatas Ivanauskas,Kestutis Stasys Jakstas,Zemyna Asmontaite,Donatas Ivanauskas,Kestutis Stasys Jakstas,Inga Jankauskaite,,Emilis Velyvis,,7.7,nan,5145,,0,0,4,3,2010-01-20,90.0,Zero 2,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,,,
1810,Rajiv Rai,Shabbir Boxwala,Rajiv Rai,Akshay Kumar,Raveena Tandon,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,Naseeruddin Shah,Sunil Shetty,,Rajiv Rai,,7.2,nan,6230,,0,0,8,0,1994-07-01,177.0,Mohra,1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,,,
1811,Carol Reed,Irving Stone,Philip Dunne,Charlton Heston,Rex Harrison,Diane Cilento,Charlton Heston,Rex Harrison,Diane Cilento,Harry Andrews,10000000.0,Carol Reed,4000000.0,7.2,nan,5343,,5,0,4,3,1965-09-16,138.0,The Agony and the Ecstasy,1965-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,-6000000.0,78286908.23361935,31314763.29344774,,-46972144.940171614
1812,John Milius,Stephen Coonts,Robert Dillon,Danny Glover,Willem Dafoe,Brad Johnson,Danny Glover,Willem Dafoe,Brad Johnson,Rosanna Arquette,35000000.0,John Milius,14587732.0,5.7,nan,5263,,0,0,0,0,1991-01-18,115.0,Flight of the Intruder,1991-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-20412268.0,63391653.9035938,26421155.948068008,,-36970497.95552579
1813,Habib Faisal,Aditya Chopra,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauhar Khan,Arjun Kapoor,Parineeti Chopra,Gauhar Khan,Anil Rastogi,4102181.6147678536,Habib Faisal,,6.6,nan,5442,,0,0,16,9,2012-05-11,120.0,Ishaqzaade,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,4407280.1418455085,,,
1814,Christopher Ashley,Paul Rudnick,Paul Rudnick,Steven Weber,Michael T. Weiss,Peter Jacobson,Steven Weber,Peter Jacobson,Tom Cayler,David Thornton,,Christopher Ashley,3487767.0,6.7,nan,5118,,0,0,4,1,1995-08-04,92.0,Jeffrey,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,5645788.023479337,,
1815,Sönke Wortmann,Sönke Wortmann,Ralf König,Til Schweiger,Katja Riemann,Joachim Król,Til Schweiger,Joachim Król,Katja Riemann,Rufus Beck,,S�nke Wortmann,366506.0,6.6,nan,5148,,0,0,1,10,1994-10-06,93.0,Der bewegte Mann,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,609921.865501771,,
1816,Kjell Sundvall,Eva Callenbo,Harald Hamrell,Katarina Ewerlöf,Peter Haber,Jessica Zandén,Katarina Ewerlöf,Peter Haber,Jessica Zandén,Leif Andrée,,Kjell Sundvall,,6.8,nan,5372,,0,0,3,1,1999-11-26,95.0,Tomten �r far till alla barnen,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,,,
1817,Hector Babenco,Hector Babenco,Jorge Durán,Fernando Ramos da Silva,Jorge Julião,Gilberto Moura,Fernando Ramos da Silva,Jorge Julião,Gilberto Moura,Edilson Lino,,Hector Babenco,,8.0,nan,5275,,0,0,3,9,1981-05-05,128.0,Pixote: A Lei do Mais Fraco,1981-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,,,
1818,Jason Ensler,William Tepper,Larry Hankin,Ray Romano,Kevin James,Sofía Vergara,Ray Romano,Kevin James,Sofía Vergara,Juliette Lewis,,Jason Ensler,,5.2,nan,5057,,0,0,0,0,2006-07-11,83.0,Grilled,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1819,Guy Hamilton,Jonathan Hales,Barry Sandler,Angela Lansbury,Tony Curtis,Rock Hudson,Angela Lansbury,Geraldine Chaplin,Tony Curtis,Edward Fox,,Guy Hamilton,11000000.0,6.2,nan,5422,,0,0,2,0,1980-12-19,105.0,The Mirror Crack'd,1980-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,32925784.20600367,,
1820,Vladimir Motyl,Valentin Ezhov,Rustam Ibragimbekov,Anatoliy Kuznetsov,Spartak Mishulin,Kakhi Kavsadze,Anatoliy Kuznetsov,Spartak Mishulin,Kakhi Kavsadze,Pavel Luspekayev,,Vladimir Motyl,,8.0,nan,5409,,0,0,0,0,1970-03-30,84.0,Beloe solntse pustyni,1970-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1970,,,,,
1821,Sergey Mokritskiy,Maksim Budarin,Maksim Dankevich,Yuliya Peresild,Evgeniy Tsyganov,Joan Blackham,Yuliya Peresild,Evgeniy Tsyganov,Joan Blackham,Anatoliy Kot,5000000.0,Sergey Mokritskiy,,7.2,nan,6581,,0,0,21,7,2015-04-02,110.0,Bitva za Sevastopol,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,5203614.086753271,,,
1822,Kenji Misumi,Kazuo Koike,Goseki Kojima,Tomisaburô Wakayama,Fumio Watanabe,Gô Katô,Tomisaburô Wakayama,Fumio Watanabe,Gô Katô,Tomoko Mayama,,Kenji Misumi,,7.9,nan,5367,,0,0,0,0,1972-01-15,83.0,Kozure �hkami - ko wo kashi ude kashi tsu,1972-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1970,,,,,
1823,Shimit Amin,Sandeep Srivastava,Sandeep Srivastava,Nana Patekar,Revathy,Yashpal Sharma,Nana Patekar,Revathy,Yashpal Sharma,Mohan Agashe,6619593.998234775,Shimit Amin,,7.9,nan,6105,,0,0,15,2,2004-02-27,129.0,Ab Tak Chhappan,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,8644747.016176116,,,
1824,Toyoo Ashida,Buronson,Tetsuo Hara,Akira Kamiya,Yuriko Yamamoto,Kenji Utsumi,Akira Kamiya,Yuriko Yamamoto,Kenji Utsumi,Chikao Ohtsuka,,Toyoo Ashida,,7.3,nan,5287,,0,0,0,0,1986-03-08,110.0,Hokuto no Ken,1986-01-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980,,,,,
1825,Daryn Tufts,Daryn Tufts,Daryn Tufts,Christopher Gorham,Alyssa Milano,Michael Landes,Christopher Gorham,Alyssa Milano,Michael Landes,Carol Kane,,Daryn Tufts,,5.8,nan,5175,,0,0,0,0,2010-04-01,84.0,My Girlfriend's Boyfriend,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,,,
1826,Youssef Chahine,Amos Gitai,Alain Brigand,Youssef Chahine,Maryam Karimi,Mohamad Dolati,Agelem Habibi,Maryam Karimi,Mohamad Dolati,Agelem Habibi,,Mira Nair Danis Tanovic Youssef Chahine Sean Penn Amos Gitai Samira Makhmalbaf Ken Loach Claude Lelouch Alejandro G. I��rritu Sh�hei Imamura Idrissa Ouedraogo,,7.0,61.0,5071,,0,0,1,3,2002-09-05,134.0,11'09''01 - September 11,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,,,,,
1827,Jackie Chan,Jackie Chan,Tin-Chi Lau,Jackie Chan,Pai Wei,Biao Yuen,Jackie Chan,Biao Yuen,Pai Wei,Lily Li,,Jackie Chan,,7.3,nan,5298,,0,0,0,0,1980-02-09,101.0,Shi di chu ma,1980-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,,,
1828,Alex Ross Perry,Alex Ross Perry,Jason Schwartzman,Elisabeth Moss,Jonathan Pryce,Jason Schwartzman,Elisabeth Moss,Krysten Ritter,Joséphine de La Baume,Jonathan Pryce,,Alex Ross Perry,137600.0,6.3,76.0,5325,,0,0,11,2,2014-01-20,108.0,Listen Up Philip,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,143373.33780947802,,
1829,Bahman Ghobadi,Behrouz Vossoughi,Monica Bellucci,Yilmaz Erdogan,Behrouz Vossoughi,Monica Bellucci,Yilmaz Erdogan,Caner Cindoruk,Belçim Bilgin,Arash Labaf,,Bahman Ghobadi,,6.6,nan,5227,,0,0,6,6,2012-09-12,88.0,Fasle kargadan,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,,,
1830,Jim Mickle,Nick Damici,Jim Mickle,Nick Damici,Kim Blair,Ron Brice,Nick Damici,Kim Blair,Ron Brice,Bo Corre,60000.0,Jim Mickle,,5.6,nan,5093,,0,0,1,2,2006-11-16,84.0,Mulberry St,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,73416.42758490077,,,
1831,Jean-Paul Rappeneau,Jean-Claude Carrière,Nina Companeez,Olivier Martinez,Juliette Binoche,Pierre Arditi,Juliette Binoche,Olivier Martinez,Pierre Arditi,François Cluzet,,Jean-Paul Rappeneau,1877179.0,7.1,nan,5112,,0,0,8,4,1995-09-20,135.0,Le hussard sur le toit,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,3038664.7720810818,,
1832,Hans-Christian Schmid,Bernd Lange,Sandra Hüller,Burghart Klaußner,Imogen Kogge,Sandra Hüller,Burghart Klaußner,Imogen Kogge,Anna Blomeier,Nicholas Reinke,,Hans-Christian Schmid,8632.0,7.0,82.0,5140,,0,0,15,16,2006-02-17,93.0,Requiem,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,10562.176715214391,,
1833,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Aadesh K. Arjun,Saroj Khan,Akshay Kumar,Ayesha Jhulka,Deepak Tijori,Akshay Kumar,Ayesha Jhulka,Deepak Tijori,,Abbas Alibhai Burmawalla Mastan Alibhai Burmawalla,,7.4,nan,6104,,0,0,0,0,1992-06-05,157.0,Khiladi,1992-01-01,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,,,,,
1834,David Webb Peoples,David Webb Peoples,Rutger Hauer,Joan Chen,Delroy Lindo,Rutger Hauer,Delroy Lindo,Anna Katarina,Vincent D'Onofrio,Gandhi MacIntyre,12881617.93121216,David Webb Peoples,882290.0,6.5,nan,5263,,0,0,0,0,1989-09-13,90.0,The Blood of Heroes,1989-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,-11999327.93121216,25631856.51481401,1755581.5430342613,,-23876274.971779753
1835,Vivek Sharma,Sudhanshu Dube,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,Amitabh Bachchan,Juhi Chawla,Satish Shah,Rajpal Yadav,,Vivek Sharma,,6.3,nan,5605,,0,0,1,0,2008-05-09,150.0,Bhoothnath,2008-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
1836,Víctor García,Gary J. Tunnicliffe,Clive Barker,Steven Brand,Nick Eversman,Tracey Fairaway,Steven Brand,Nick Eversman,Tracey Fairaway,Sebastien Roberts,350000.0,V�ctor Garc�a,,2.8,nan,5498,,0,0,0,0,2011-03-18,75.0,Hellraiser: Revelations,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,383811.1044269286,,,
1837,Tim Allen,Judd Pillot,John Peaslee,Tim Allen,Sigourney Weaver,Jeanne Tripplehorn,Tim Allen,Sigourney Weaver,Ray Liotta,J.K. Simmons,,Tim Allen,64438.0,5.6,21.0,5098,,0,0,0,0,2010-01-08,96.0,Crazy on the Outside,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,72893.63039226252,,
1838,Seung-wan Ryoo,Ted Geoghegan,Stefanie Y. Hong,Jung-woo Ha,Suk-kyu Han,Seung-bum Ryoo,Jung-woo Ha,Suk-kyu Han,Seung-bum Ryoo,Ji-hyun Jun,9000000.0,Seung-wan Ryoo,665210.0,6.6,54.0,5397,,0,0,7,9,2013-01-31,120.0,Bereullin,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,-8334790.0,9529742.425307915,704364.4398598976,,-8825377.985448016
1839,Nagraj Manjule,Nagraj Manjule,Nagraj Manjule,Rinku Rajguru,Akash Thosar,Arbaz Shaikh,Rinku Rajguru,Akash Thosar,Arbaz Shaikh,Tanaji Galgunde,,Nagraj Manjule,,8.5,nan,6676,,0,0,1,1,2016-02-17,174.0,Sairat,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
1840,Jordan Brady,Brent Briscoe,Mark Fauser,Billy Bob Thornton,Charlize Theron,Patrick Swayze,Natasha Richardson,Holmes Osborne,Billy Bob Thornton,Patrick Swayze,,Jordan Brady,267109.0,5.5,28.0,5167,,0,0,0,0,2002-10-25,91.0,Waking Up in Reno,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,366296.0940708826,,
1841,Marcos Siega,Brent Goldberg,David Wagner,Hugh Bonneville,Shawn Ashmore,Kelly Hu,Nick Cannon,Adrian Young,Art Bonilla,Bart McCarthy,25000000.0,Marcos Siega,5654777.0,4.1,19.0,5082,,0,0,0,0,2005-09-02,95.0,Underclassman,2005-01-01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-19345223.0,31577000.20796638,7142435.78020014,,-24434564.42776624
1842,Eric Lartigau,Alain Chabat,Philippe Mechelen,Alain Chabat,Charlotte Gainsbourg,Bernadette Lafont,Alain Chabat,Charlotte Gainsbourg,Bernadette Lafont,Wladimir Yordanoff,6968913.945658132,Eric Lartigau,30057369.0,6.8,nan,5181,,0,0,4,1,2006-11-01,90.0,Pr�te-moi ta main,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,23088455.054341868,8527212.767280256,36778410.909685686,,28251198.14240543
1843,Jean-Luc Godard,Catherine Vimenet,Jean-Luc Godard,Marina Vlady,Anny Duperey,Roger Montsoret,Marina Vlady,Anny Duperey,Roger Montsoret,Raoul Lévy,,Jean-Luc Godard,101944.0,7.0,nan,5276,,0,0,0,0,1967-03-17,87.0,2 ou 3 choses que je sais d'elle,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,753827.3656311594,,
1844,Gideon Raff,Gideon Raff,Thora Birch,Gideon Emery,Kavan Reece,Thora Birch,Gideon Emery,Kavan Reece,Derek Magyar,Gloria Votsis,,Gideon Raff,,4.8,nan,5140,,0,0,0,0,2008-10-16,94.0,Train,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1845,Ronald Neame,Brian Garfield,Brian Garfield,Walter Matthau,Glenda Jackson,Sam Waterston,Walter Matthau,Glenda Jackson,Sam Waterston,Ned Beatty,,Ronald Neame,,7.2,nan,5468,,0,0,2,0,1980-09-26,106.0,Hopscotch,1980-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,,,
1846,Travis Fine,Travis Fine,George Arthur Bloom,Alan Cumming,Garret Dillahunt,Isaac Leyva,Alan Cumming,Garret Dillahunt,Isaac Leyva,Frances Fisher,,Travis Fine,200002.0,7.5,60.0,5195,,0,0,7,11,2012-04-20,98.0,Any Day Now,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,214877.08875592245,,
1847,René Clair,Robert Pirosh,Marc Connelly,Fredric March,Veronica Lake,Robert Benchley,Fredric March,Veronica Lake,Robert Benchley,Susan Hayward,,Ren� Clair,,7.2,nan,5384,,1,0,0,0,1942-10-30,77.0,I Married a Witch,1942-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,,,
1848,Spike Lee,Spike Lee,Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Spike Lee,Raye Dowell,175000.0,Spike Lee,7137502.0,6.6,79.0,5786,,0,0,2,3,1986-05-01,84.0,She's Gotta Have It,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,6962502.0,393830.2289648994,16062651.696556728,,15668821.46759183
1849,George Huang,Andy Burg,Scott Myers,Will Friedle,Jennifer Love Hewitt,Marley Shelton,Will Friedle,Jennifer Love Hewitt,Marley Shelton,Danny Masterson,15000000.0,George Huang,309.0,5.7,nan,5073,,0,0,0,0,1997-09-26,84.0,Trojan War,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-14999691.0,23050783.922115922,474.84614879558796,,-23050309.075967126
1850,Ashish R. Mohan,Kushal Ved Bakshi,Bunty Rathore,Akshay Kumar,Asin,Himesh Reshammiya,Akshay Kumar,Asin,Himesh Reshammiya,Mithun Chakraborty,,Ashish R. Mohan,352684.0,4.4,nan,5208,,0,0,0,1,2012-12-06,141.0,Khiladi 786,2012-01-01,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,378914.7667063017,,
