,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre: History,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R
4992,Kasper Barfoed,F. Scott Frazier,John Cusack,Malin Akerman,Liam Cunningham,John Cusack,Malin Akerman,Liam Cunningham,Richard Brake,Bryan Dick,,Kasper Barfoed,,5.6,39.0,17334,,0,0,1,0,2013-03-21,89.0,The Numbers Station,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4993,Peter Weir,David Williamson,Peter Weir,Mel Gibson,Sigourney Weaver,Linda Hunt,Linda Hunt,Mel Gibson,Bembol Roco,Domingo Landicho,13000000.0,Peter Weir,10278575.0,7.2,65.0,16867,,0,1,16,7,1982-12-17,115.0,The Year of Living Dangerously,1982-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4994,Jacques Audiard,Jacques Audiard,Tonino Benacquista,Romain Duris,Aure Atika,Emmanuelle Devos,Romain Duris,Niels Arestrup,Jonathan Zaccaï,Gilles Cohen,4051058.62569747,Jacques Audiard,1023424.0,7.3,75.0,16801,1179031.0,0,0,13,20,2005-02-17,108.0,De battre mon coeur s'est arr�t�,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4995,Matthew Chapman,Matthew Chapman,Charlie Hunnam,Terrence Howard,Patrick Wilson,Charlie Hunnam,Terrence Howard,Liv Tyler,Patrick Wilson,Jaqueline Fleming,10000000.0,Matthew Chapman,5176.0,6.6,34.0,16883,,0,0,1,0,2011-01-21,101.0,The Ledge,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4996,Don Roos,Don Roos,Ayelet Waldman,Natalie Portman,Scott Cohen,Lisa Kudrow,Natalie Portman,Scott Cohen,Lisa Kudrow,Charlie Tahan,,Don Roos,20585.0,6.4,37.0,16706,,0,0,0,0,2009-09-16,102.0,Love and Other Impossible Pursuits,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4997,John Herzfeld,John Herzfeld,Teri Hatcher,Jeff Daniels,Danny Aiello,Danny Aiello,Greg Cruttwell,Jeff Daniels,Teri Hatcher,Glenne Headly,,John Herzfeld,11114000.0,6.5,nan,16584,,0,0,1,0,1996-09-12,104.0,2 Days in the Valley,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4998,Declan Donnellan,Nick Ormerod,Guy de Maupassant,Rachel Bennette,Robert Pattinson,Uma Thurman,Kristin Scott Thomas,Robert Pattinson,Uma Thurman,Kristin Scott Thomas,,Declan Donnellan Nick Ormerod,119919.0,5.4,42.0,16421,,0,0,0,0,2012-02-17,102.0,Bel Ami,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4999,Ingmar Bergman,Ingmar Bergman,Ingrid Bergman,Liv Ullmann,Lena Nyman,Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Björk,Marianne Aminoff,,Ingmar Bergman,,8.3,nan,17806,,2,0,6,10,1978-10-08,99.0,H�stsonaten,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,Rob Reiner,Steve Bloom,Jonathan Roberts,John Cusack,Daphne Zuniga,Anthony Edwards,John Cusack,Daphne Zuniga,Anthony Edwards,Boyd Gaines,4500000.0,Rob Reiner,18135531.0,7.0,76.0,16743,,0,0,0,0,1985-02-09,100.0,The Sure Thing,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5001,Malcolm Venville,Sacha Gervasi,David N. White,Keanu Reeves,Vera Farmiga,James Caan,Keanu Reeves,Judy Greer,Fisher Stevens,Danny Hoch,12000000.0,Malcolm Venville,101882.0,6.0,49.0,16740,,0,0,0,0,2010-09-14,108.0,Henry's Crime,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5002,Herbert Ross,Nora Ephron,Steve Martin,Rick Moranis,Joan Cusack,Steve Martin,Rick Moranis,Joan Cusack,Melanie Mayron,Bill Irwin,,Herbert Ross,23591472.0,6.2,35.0,16542,,0,0,0,0,1990-08-17,97.0,My Blue Heaven,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5003,Kenny Ortega,Bob Tzudiker,Noni White,Christian Bale,Bill Pullman,Robert Duvall,Christian Bale,David Moscow,Luke Edwards,Max Casella,15000000.0,Kenny Ortega,2819485.0,7.0,46.0,16564,,0,0,6,1,1992-04-08,121.0,Newsies,1992-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5004,Christopher Spencer,Richard Bedser,Christopher Spencer,Diogo Morgado,Amber Rose Revah,Greg Hicks,Diogo Morgado,Greg Hicks,Adrian Schiller,Darwin Shaw,22000000.0,Christopher Spencer,70949793.0,5.7,37.0,16702,,0,0,1,2,2014-02-28,138.0,Son of God,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5005,John Gray,Kevin Brodbin,Steven Seagal,Keenen Ivory Wayans,Bob Gunton,Steven Seagal,Keenen Ivory Wayans,Bob Gunton,Brian Cox,John M. Jackson,45000000.0,John Gray,16000000.0,5.3,nan,16622,,0,0,0,0,1996-10-04,91.0,The Glimmer Man,1996-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5006,Robert Aldrich,Lukas Heller,Trevor Dudley Smith,James Stewart,Richard Attenborough,Peter Finch,James Stewart,Richard Attenborough,Peter Finch,Hardy Krüger,5355000.0,Robert Aldrich,,7.6,nan,16725,,2,0,4,0,1965-12-15,142.0,The Flight of the Phoenix,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5007,Carlo Ledesma,Enzo Tedeschi,Julian Harvey,Bel Deliá,Andy Rodoreda,Steve Davis,Bel Deliá,Andy Rodoreda,Steve Davis,Luke Arnold,127190.5031091012,Carlo Ledesma,,5.9,nan,16948,,0,0,1,1,2011-05-19,90.0,The Tunnel,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5008,Richard Bates Jr.,Richard Bates Jr.,AnnaLynne McCord,Roger Bart,Ariel Winter,AnnaLynne McCord,Roger Bart,Ariel Winter,Traci Lords,Matthew Gray Gubler,,Richard Bates Jr.,,6.1,nan,17557,,0,0,12,11,2012-01-21,81.0,Excision,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5009,Noah Baumbach,Noah Baumbach,Nicole Kidman,Jennifer Jason Leigh,Flora Cross,Zane Pais,Susan Blackwell,Nicole Kidman,Jack Black,Flora Cross,10000000.0,Noah Baumbach,1959420.0,6.1,66.0,17383,,0,0,13,3,2007-08-31,93.0,Margot at the Wedding,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5010,Jon Amiel,Daniel Vigne,Jean-Claude Carrière,Richard Gere,Jodie Foster,Lanny Flaherty,Richard Gere,Jodie Foster,Lanny Flaherty,Wendell Wellman,,Jon Amiel,140100000.0,6.1,nan,16744,,0,0,0,2,1993-02-05,114.0,Sommersby,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5011,Samuel Fuller,Samuel Fuller,Lee Marvin,Mark Hamill,Robert Carradine,Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Kelly Ward,4500000.0,Samuel Fuller,7206220.0,7.2,77.0,16559,,0,0,1,2,1980-05-16,113.0,The Big Red One,1980-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5012,Seth Grossman,Holly Brix,Chris Carmack,Rachel Miner,Melissa Jones,Chris Carmack,Rachel Miner,Melissa Jones,Kevin Yon,Lynch R. Travis,4500000.0,Seth Grossman,,5.6,nan,16667,,0,0,0,0,2009-01-09,90.0,The Butterfly Effect 3: Revelations,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5013,Gregory Poirier,Gregory Poirier,Shannon Elizabeth,Jerry O'Connell,Jake Busey,Jerry O'Connell,Shannon Elizabeth,Jake Busey,Horatio Sanz,Jaime Pressly,11000000.0,Gregory Poirier,13558739.0,5.3,15.0,16052,,0,0,2,0,2001-03-30,95.0,Tomcats,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5014,Darnell Martin,Darnell Martin,Adrien Brody,Jeffrey Wright,Beyoncé,Joshua Alscher,Tim Bellow,Tony Bentley,Tammy Blanchard,Eric Bogosian,12000000.0,Darnell Martin,8195551.0,7.0,65.0,16983,,0,0,19,7,2008-11-24,109.0,Cadillac Records,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5015,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,John Corbett,José María Yazpik,Charlize Theron,John Corbett,José María Yazpik,Robin Tunney,Gray Eubank,20000000.0,Guillermo Arriaga,200399.0,6.8,45.0,16626,,0,0,3,2,2008-08-29,107.0,The Burning Plain,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5016,Marcel Sarmiento,Gadi Harel,Trent Haaga,Shiloh Fernandez,Noah Segan,Candice King,Shiloh Fernandez,Noah Segan,Candice King,Eric Podnar,,Gadi Harel Marcel Sarmiento,,5.7,36.0,16720,,0,0,1,2,2008-09-06,101.0,Deadgirl,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5017,Uli Edel,Uli Edel,Kai Hermann,Natja Brunckhorst,Eberhard Auriga,Peggy Bussieck,Eberhard Auriga,Natja Brunckhorst,Peggy Bussieck,Lothar Chamski,,Uli Edel,,7.6,nan,17731,,0,0,0,2,1981-04-02,138.0,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5018,Alex Kendrick,Alex Kendrick,Stephen Kendrick,Alex Kendrick,Ken Bevel,Kevin Downes,Ken Bevel,Alex Kendrick,Kevin Downes,Renee Jewell,2000000.0,Alex Kendrick,34522221.0,7.0,42.0,16629,,0,0,2,2,2011-08-26,129.0,Courageous,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5019,John Pogue,Craig Rosenberg,Oren Moverman,Jared Harris,Sam Claflin,Olivia Cooke,Jared Harris,Sam Claflin,Erin Richards,Rory Fleck Byrne,200000.0,John Pogue,17834867.0,5.1,41.0,16883,,0,0,7,0,2014-04-01,98.0,The Quiet Ones,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5020,Katja von Garnier,Ehren Kruger,Christopher Landon,Agnes Bruckner,Hugh Dancy,Olivier Martinez,Agnes Bruckner,Hugh Dancy,Olivier Martinez,Katja Riemann,15000000.0,Katja von Garnier,3525161.0,5.5,33.0,16118,,0,0,0,0,2007-01-25,98.0,Blood and Chocolate,2007-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5021,Blake Edwards,Blake Edwards,Hans Hoemburg,Julie Andrews,James Garner,Robert Preston,Julie Andrews,James Garner,Robert Preston,Lesley Ann Warren,,Blake Edwards,21933614.0,7.6,nan,16607,,0,1,15,10,1982-03-16,134.0,Victor Victoria,1982-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5022,Nigel Cole,Mark Crowdy,Craig Ferguson,Brenda Blethyn,Craig Ferguson,Martin Clunes,Brenda Blethyn,Craig Ferguson,Martin Clunes,Tchéky Karyo,10000000.0,Nigel Cole,12115757.0,6.9,62.0,16169,243895.2784503632,0,0,8,4,2000-01-24,93.0,Saving Grace,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5023,Michael Haigney,Kunihiko Yuyama,Satoshi Tajiri,Takeshi Shudo,Veronica Taylor,Rica Matsumoto,Madeleine Blaustein,Rica Matsumoto,Madeleine Blaustein,Mayumi Izuka,30000000.0,Michael Haigney Kunihiko Yuyama,133949270.0,6.0,28.0,17038,,0,0,0,0,1999-07-17,84.0,Gekij�-ban poketto monsut�: Maboroshi no pokemon: Rugia bakutan,1999-01-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024,Mihalis Kakogiannis,Nikos Kazantzakis,Mihalis Kakogiannis,Anthony Quinn,Alan Bates,Irene Papas,Anthony Quinn,Alan Bates,Irene Papas,Lila Kedrova,783000.0,Mihalis Kakogiannis,23500000.0,7.8,nan,17068,,0,3,16,4,1964-12-14,142.0,Alexis Zorbas,1964-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5025,Michael Hoffman,Michael Hoffman,Jay Parini,Helen Mirren,James McAvoy,Christopher Plummer,Helen Mirren,Christopher Plummer,Paul Giamatti,James McAvoy,9104916.654993696,Michael Hoffman,6616974.0,7.0,76.0,16224,152248.91441378344,2,0,15,3,2009-09-04,112.0,The Last Station,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5026,Don Coscarelli,Don Coscarelli,Paul Pepperman,Marc Singer,Tanya Roberts,Rip Torn,Marc Singer,Tanya Roberts,Rip Torn,John Amos,8000000.0,Don Coscarelli,14056528.0,6.2,18.0,17010,,0,0,1,1,1982-08-16,118.0,The Beastmaster,1982-01-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5027,Tim Story,Keith Merryman,David A. Newman,Kevin Hart,Gabrielle Union,Wendi McLendon-Covey,Adam Brody,Michael Ealy,Jerry Ferrara,Meagan Good,24000000.0,Tim Story,70181428.0,5.8,38.0,17017,,0,0,4,2,2014-06-20,106.0,Think Like a Man Too,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5028,James Foley,Robert Pucci,Yun-Fat Chow,Mark Wahlberg,Ric Young,Yun-Fat Chow,Mark Wahlberg,Ric Young,Paul Ben-Victor,Jon Kit Lee,25000000.0,James Foley,15156200.0,6.0,56.0,16100,,0,0,1,0,1999-02-11,110.0,The Corruptor,1999-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5029,Callie Khouri,Rebecca Wells,Mark Andrus,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,James Garner,27000000.0,Callie Khouri,73839240.0,6.0,48.0,16291,,0,0,7,1,2002-06-03,116.0,Divine Secrets of the Ya-Ya Sisterhood,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5030,Michael Ritchie,Gregory McDonald,Leon Capetanos,Chevy Chase,Hal Holbrook,Julianne Phillips,Chevy Chase,Hal Holbrook,Julianne Phillips,R. Lee Ermey,8000000.0,Michael Ritchie,39450960.0,6.1,40.0,16697,,0,0,0,0,1989-03-17,95.0,Fletch Lives,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5031,Doug Atchison,Doug Atchison,Angela Bassett,Laurence Fishburne,Keke Palmer,Keke Palmer,Laurence Fishburne,Angela Bassett,Curtis Armstrong,J.R. Villarreal,,Doug Atchison,18811135.0,7.4,72.0,16425,,0,0,14,12,2006-03-16,112.0,Akeelah and the Bee,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5032,Ken Russell,The Who,Ken Russell,Roger Daltrey,Ann-Margret,Oliver Reed,Oliver Reed,Ann-Margret,Roger Daltrey,Elton John,5000000.0,Ken Russell,34251525.0,6.6,nan,16661,,2,0,2,2,1975-03-19,111.0,Tommy,1975-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5033,Jean Negulesco,Nunnally Johnson,Zoe Akins,Marilyn Monroe,Betty Grable,Lauren Bacall,Betty Grable,Marilyn Monroe,Lauren Bacall,David Wayne,1870000.0,Jean Negulesco,8000000.0,7.0,nan,17306,,1,0,2,0,1953-11-04,95.0,How to Marry a Millionaire,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5034,Kieran Mulroney,Michele Mulroney,Michele Mulroney,Kieran Mulroney,Jeff Daniels,Emma Stone,Ryan Reynolds,Lisa Kudrow,Jeff Daniels,Ryan Reynolds,,Michele Mulroney Kieran Mulroney,15388.0,6.6,37.0,16610,,0,0,0,1,2009-06-15,110.0,Paper Man,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5035,Lewis Milestone,Harry Brown,Charles Lederer,Frank Sinatra,Dean Martin,Sammy Davis Jr.,Frank Sinatra,Dean Martin,Sammy Davis Jr.,Peter Lawford,2800000.0,Lewis Milestone,12317000.0,6.6,nan,16767,,0,0,2,0,1960-08-10,127.0,Ocean's Eleven,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5036,William Heins,Strathford Hamilton,Cheryl Guerriero,Anna Obropta,Paris Hilton,Simon Rex,Paula Garcés,Paris Hilton,Paula Garcés,Sarah Carter,8300000.0,Strathford Hamilton William Heins,1556337.0,1.9,nan,16049,,0,0,1,0,2006-12-01,91.0,Pledge This!,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5037,Alfred Hitchcock,Ernest Lehman,Victor Canning,Karen Black,Bruce Dern,Barbara Harris,Karen Black,Bruce Dern,Barbara Harris,William Devane,4490375.0,Alfred Hitchcock,13200000.0,6.8,nan,17141,,0,0,4,2,1976-03-21,120.0,Family Plot,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5038,David Wain,Ken Marino,David Wain,Paul Rudd,Jessica Alba,Winona Ryder,Paul Rudd,Adam Brody,Jon Hamm,Winona Ryder,5250000.0,David Wain,766487.0,5.0,50.0,15697,,0,0,1,0,2007-01-19,96.0,The Ten,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
